timestamp,market_ticker,market_close_time,shadow_balance_before,shadow_market_pnl,shadow_realized_pnl,shadow_balance_change,shadow_balance_after,shadow_selected_side,shadow_eligible,shadow_skip_reason,shadow_contracts,shadow_average_entry,shadow_cost,shadow_proceeds,shadow_payout,shadow_fees,shadow_exit_method,shadow_fill_model,shadow_simulation_quality,live_execution_enabled,completed_at
2026-08-02T02:00:20.891755+00:00,KXBTC15M-26AUG012200-00,2026-08-02T02:00:20.857060+00:00,41.777015,0,0,0,41.777015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T02:00:20.891758+00:00
2026-08-02T02:15:20.772407+00:00,KXBTC15M-26AUG012215-15,2026-08-02T02:15:20.741285+00:00,41.777015,13.200,13.200,13.200,54.977015,yes,True,,18.00,0.2666666666666666666666666667,4.800,0,18.00,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T02:15:20.772415+00:00
2026-08-02T02:30:24.235402+00:00,KXBTC15M-26AUG012230-30,2026-08-02T02:30:24.189175+00:00,54.977015,-4.71000,-4.71000,-4.71000,50.267015,no,True,,30.00,0.2,6.000,1.29000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T02:30:24.235409+00:00
2026-08-02T02:45:13.398250+00:00,KXBTC15M-26AUG012245-45,2026-08-02T02:45:13.367395+00:00,50.267015,-4.5600,-4.5600,-4.5600,45.707015,yes,True,,30.0,0.2,6.00,1.4400,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T02:45:13.398256+00:00
2026-08-02T03:00:20.793995+00:00,KXBTC15M-26AUG012300-00,2026-08-02T03:00:20.763102+00:00,45.707015,0,0,0,45.707015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T03:00:20.794002+00:00
2026-08-02T03:15:19.137364+00:00,KXBTC15M-26AUG012315-15,2026-08-02T03:15:19.106557+00:00,45.707015,0,0,0,45.707015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T03:15:19.137371+00:00
2026-08-02T03:30:18.919114+00:00,KXBTC15M-26AUG012330-30,2026-08-02T03:30:18.890795+00:00,45.707015,6.00,6.00,6.00,51.707015,yes,True,,9.0,0.3333333333333333333333333333,3.00,0,9.0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T03:30:18.919121+00:00
2026-08-02T03:45:18.789057+00:00,KXBTC15M-26AUG012345-45,2026-08-02T03:45:18.761091+00:00,51.707015,-4.62000,-4.62000,-4.62000,47.087015,no,True,,30.00,0.2,6.000,1.38000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T03:45:18.789063+00:00
2026-08-02T04:00:18.916223+00:00,KXBTC15M-26AUG020000-00,2026-08-02T04:00:18.885938+00:00,47.087015,1.80,1.80,1.80,48.887015,no,True,,3.0,0.4,1.20,0,3.0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T04:00:18.916230+00:00
2026-08-02T04:15:18.207409+00:00,KXBTC15M-26AUG020015-15,2026-08-02T04:15:18.180387+00:00,48.887015,0,0,0,48.887015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T04:15:18.207415+00:00
2026-08-02T04:30:22.028920+00:00,KXBTC15M-26AUG020030-30,2026-08-02T04:30:22.001580+00:00,48.887015,13.20,13.20,13.20,62.087015,no,True,,18.0,0.2666666666666666666666666667,4.80,0,18.0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T04:30:22.028927+00:00
2026-08-02T04:45:18.127561+00:00,KXBTC15M-26AUG020045-45,2026-08-02T04:45:18.098945+00:00,62.087015,-4.68000,-4.68000,-4.68000,57.407015,yes,True,,30.00,0.2,6.000,1.32000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T04:45:18.127568+00:00
2026-08-02T05:00:19.367579+00:00,KXBTC15M-26AUG020100-00,2026-08-02T05:00:19.339337+00:00,57.407015,0,0,0,57.407015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T05:00:19.367585+00:00
2026-08-02T05:15:12.696324+00:00,KXBTC15M-26AUG020115-15,2026-08-02T05:15:12.668087+00:00,57.407015,6.00,6.00,6.00,63.407015,no,True,,9.0,0.3333333333333333333333333333,3.00,0,9.0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T05:15:12.696331+00:00
2026-08-02T05:30:18.747479+00:00,KXBTC15M-26AUG020130-30,2026-08-02T05:30:18.715759+00:00,63.407015,-4.8000,-4.8000,-4.8000,58.607015,yes,True,,30.00,0.2,6.000,1.2000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T05:30:18.747484+00:00
2026-08-02T05:45:17.642066+00:00,KXBTC15M-26AUG020145-45,2026-08-02T05:45:17.606780+00:00,58.607015,-4.9800,-4.9800,-4.9800,53.627015,yes,True,,30.0,0.2,6.00,1.0200,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T05:45:17.642072+00:00
2026-08-02T06:00:13.334081+00:00,KXBTC15M-26AUG020200-00,2026-08-02T06:00:13.304301+00:00,53.627015,0,0,0,53.627015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T06:00:13.334088+00:00
2026-08-02T06:15:17.662358+00:00,KXBTC15M-26AUG020215-15,2026-08-02T06:15:17.634373+00:00,53.627015,0,0,0,53.627015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T06:15:17.662365+00:00
2026-08-02T06:30:16.022894+00:00,KXBTC15M-26AUG020230-30,2026-08-02T06:30:15.990969+00:00,53.627015,6.00,6.00,6.00,59.627015,yes,True,,9.0,0.3333333333333333333333333333,3.00,0,9.0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T06:30:16.022900+00:00
2026-08-02T06:45:15.898262+00:00,KXBTC15M-26AUG020245-45,2026-08-02T06:45:15.868428+00:00,59.627015,1.80,1.80,1.80,61.427015,no,True,,3.0,0.4,1.20,0,3.0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T06:45:15.898269+00:00
2026-08-02T07:00:15.281340+00:00,KXBTC15M-26AUG020300-00,2026-08-02T07:00:15.252005+00:00,61.427015,-5.100,-5.100,-5.100,56.327015,yes,True,,30.0,0.2,6.00,0.900,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T07:00:15.281347+00:00
2026-08-02T07:15:18.404777+00:00,KXBTC15M-26AUG020315-15,2026-08-02T07:15:18.352616+00:00,56.327015,-4.5900,-4.5900,-4.5900,51.737015,yes,True,,30.0,0.2,6.00,1.4100,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T07:15:18.404784+00:00
2026-08-02T07:30:21.983636+00:00,KXBTC15M-26AUG020330-30,2026-08-02T07:30:21.955394+00:00,51.737015,0,0,0,51.737015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T07:30:21.983641+00:00
2026-08-02T07:45:21.573015+00:00,KXBTC15M-26AUG020345-45,2026-08-02T07:45:21.534361+00:00,51.737015,0,0,0,51.737015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T07:45:21.573022+00:00
2026-08-02T08:00:25.479599+00:00,KXBTC15M-26AUG020400-00,2026-08-02T08:00:25.442074+00:00,51.737015,0,0,0,51.737015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T08:00:25.479607+00:00
2026-08-02T08:15:12.367353+00:00,KXBTC15M-26AUG020415-15,2026-08-02T08:15:12.330422+00:00,51.737015,0,0,0,51.737015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T08:15:12.367359+00:00
2026-08-02T08:30:21.308276+00:00,KXBTC15M-26AUG020430-30,2026-08-02T08:30:21.270765+00:00,51.737015,0,0,0,51.737015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T08:30:21.308283+00:00
2026-08-02T08:45:24.263755+00:00,KXBTC15M-26AUG020445-45,2026-08-02T08:45:24.209644+00:00,51.737015,-4.65000,-4.65000,-4.65000,47.087015,yes,True,,30.00,0.2,6.000,1.35000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T08:45:24.263762+00:00
2026-08-02T09:00:13.476019+00:00,KXBTC15M-26AUG020500-00,2026-08-02T09:00:13.440041+00:00,47.087015,0,0,0,47.087015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T09:00:13.476025+00:00
2026-08-02T09:15:25.491090+00:00,KXBTC15M-26AUG020515-15,2026-08-02T09:15:25.454936+00:00,47.087015,0,0,0,47.087015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T09:15:25.491096+00:00
2026-08-02T09:30:17.627229+00:00,KXBTC15M-26AUG020530-30,2026-08-02T09:30:17.590992+00:00,47.087015,-4.5000,-4.5000,-4.5000,42.587015,no,True,,30.00,0.2,6.000,1.5000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T09:30:17.627235+00:00
2026-08-02T09:45:22.997471+00:00,KXBTC15M-26AUG020545-45,2026-08-02T09:45:22.963416+00:00,42.587015,0,0,0,42.587015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T09:45:22.997477+00:00
2026-08-02T10:00:18.054402+00:00,KXBTC15M-26AUG020600-00,2026-08-02T10:00:18.020224+00:00,42.587015,0,0,0,42.587015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T10:00:18.054408+00:00
2026-08-02T10:15:18.599347+00:00,KXBTC15M-26AUG020615-15,2026-08-02T10:15:18.563741+00:00,42.587015,-4.5300,-4.5300,-4.5300,38.057015,yes,True,,30.0,0.2,6.00,1.4700,0,0,absolute_stop,conservative_trade_through,conservative_approximation,True,2026-08-02T10:15:18.599353+00:00
2026-08-02T10:30:20.107867+00:00,KXBTC15M-26AUG020630-30,2026-08-02T10:30:20.074973+00:00,38.057015,0,0,0,38.057015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T10:30:20.107872+00:00
2026-08-02T10:45:18.100216+00:00,KXBTC15M-26AUG020645-45,2026-08-02T10:45:18.066919+00:00,38.057015,0,0,0,38.057015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T10:45:18.100222+00:00
2026-08-02T11:00:19.462244+00:00,KXBTC15M-26AUG020700-00,2026-08-02T11:00:19.425257+00:00,38.057015,0,0,0,38.057015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T11:00:19.462250+00:00
2026-08-02T11:15:16.268138+00:00,KXBTC15M-26AUG020715-15,2026-08-02T11:15:16.229485+00:00,38.057015,-5.0400,-5.0400,-5.0400,33.017015,yes,True,,30.0,0.2,6.00,0.9600,0,0,absolute_stop,conservative_trade_through,conservative_approximation,True,2026-08-02T11:15:16.268144+00:00
2026-08-02T11:30:16.110156+00:00,KXBTC15M-26AUG020730-30,2026-08-02T11:30:16.076526+00:00,33.017015,0,0,0,33.017015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T11:30:16.110162+00:00
2026-08-02T11:45:24.261222+00:00,KXBTC15M-26AUG020745-45,2026-08-02T11:45:24.227624+00:00,33.017015,0,0,0,33.017015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T11:45:24.261228+00:00
2026-08-02T12:00:23.492209+00:00,KXBTC15M-26AUG020800-00,2026-08-02T12:00:23.459403+00:00,33.017015,-4.56000,-4.56000,-4.56000,28.457015,yes,True,,30.00,0.2,6.000,1.44000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,True,2026-08-02T12:00:23.492215+00:00
2026-08-02T12:15:15.013363+00:00,KXBTC15M-26AUG020815-15,2026-08-02T12:15:14.980073+00:00,28.457015,0,0,0,28.457015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T12:15:15.013370+00:00
2026-08-02T12:30:25.438657+00:00,KXBTC15M-26AUG020830-30,2026-08-02T12:30:25.404091+00:00,28.457015,0,0,0,28.457015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T12:30:25.438663+00:00
2026-08-02T12:45:23.327980+00:00,KXBTC15M-26AUG020845-45,2026-08-02T12:45:23.294839+00:00,28.457015,6.00,6.00,6.00,34.457015,no,True,,9.0,0.3333333333333333333333333333,3.00,0,9.0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T12:45:23.327985+00:00
2026-08-02T13:00:18.826456+00:00,KXBTC15M-26AUG020900-00,2026-08-02T13:00:18.790990+00:00,34.457015,-4.74000,-4.74000,-4.74000,29.717015,yes,True,,30.00,0.2,6.000,1.26000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,True,2026-08-02T13:00:18.826462+00:00
2026-08-02T13:15:16.616512+00:00,KXBTC15M-26AUG020915-15,2026-08-02T13:15:16.544440+00:00,29.717015,-4.53000,-4.53000,-4.53000,25.187015,yes,True,,30.00,0.2,6.000,1.47000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,True,2026-08-02T13:15:16.616516+00:00
2026-08-02T13:30:17.670741+00:00,KXBTC15M-26AUG020930-30,2026-08-02T13:30:17.601655+00:00,25.187015,0,0,0,25.187015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T13:30:17.670746+00:00
2026-08-02T13:45:24.665439+00:00,KXBTC15M-26AUG020945-45,2026-08-02T13:45:24.592105+00:00,25.187015,0,0,0,25.187015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T13:45:24.665443+00:00
2026-08-02T14:00:23.486984+00:00,KXBTC15M-26AUG021000-00,2026-08-02T14:00:23.413819+00:00,25.187015,0,0,0,25.187015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T14:00:23.486988+00:00
2026-08-02T14:15:18.748023+00:00,KXBTC15M-26AUG021015-15,2026-08-02T14:15:18.644822+00:00,25.187015,0,0,0,25.187015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T14:15:18.748027+00:00
2026-08-02T14:30:24.779040+00:00,KXBTC15M-26AUG021030-30,2026-08-02T14:30:24.705424+00:00,25.187015,0,0,0,25.187015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T14:30:24.779044+00:00
2026-08-02T14:45:19.800961+00:00,KXBTC15M-26AUG021045-45,2026-08-02T14:45:19.728013+00:00,25.187015,-4.500,-4.500,-4.500,20.687015,no,True,,30.0,0.2,6.00,1.500,0,0,absolute_stop,conservative_trade_through,conservative_approximation,True,2026-08-02T14:45:19.800965+00:00
2026-08-02T15:00:25.192929+00:00,KXBTC15M-26AUG021100-00,2026-08-02T15:00:25.122134+00:00,20.687015,0,0,0,20.687015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T15:00:25.192933+00:00
2026-08-02T15:15:21.346577+00:00,KXBTC15M-26AUG021115-15,2026-08-02T15:15:21.274986+00:00,20.687015,0,0,0,20.687015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T15:15:21.346581+00:00
2026-08-02T15:30:22.916301+00:00,KXBTC15M-26AUG021130-30,2026-08-02T15:30:22.760066+00:00,20.687015,1.80,1.80,1.80,22.487015,no,True,,3.0,0.4,1.20,0,3.0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T15:30:22.916306+00:00
2026-08-02T15:45:18.522854+00:00,KXBTC15M-26AUG021145-45,2026-08-02T15:45:18.451549+00:00,22.487015,0,0,0,22.487015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T15:45:18.522858+00:00
2026-08-02T16:00:16.991499+00:00,KXBTC15M-26AUG021200-00,2026-08-02T16:00:16.919415+00:00,22.487015,0,0,0,22.487015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T16:00:16.991503+00:00
2026-08-02T16:15:13.350134+00:00,KXBTC15M-26AUG021215-15,2026-08-02T16:15:13.277619+00:00,22.487015,24.00,24.00,24.00,46.487015,yes,True,,30.0,0.2,6.00,0,30.0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T16:15:13.350138+00:00
2026-08-02T16:30:21.606646+00:00,KXBTC15M-26AUG021230-30,2026-08-02T16:30:21.552173+00:00,46.487015,24.000,24.000,24.000,70.487015,no,True,,30.00,0.2,6.000,0,30.00,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T16:30:21.606650+00:00
2026-08-02T16:45:18.703429+00:00,KXBTC15M-26AUG021245-45,2026-08-02T16:45:18.648676+00:00,70.487015,1.80,1.80,1.80,72.287015,yes,True,,3.0,0.4,1.20,0,3.0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T16:45:18.703433+00:00
2026-08-02T17:00:21.126101+00:00,KXBTC15M-26AUG021300-00,2026-08-02T17:00:21.072290+00:00,72.287015,0,0,0,72.287015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T17:00:21.126104+00:00
2026-08-02T17:15:18.636922+00:00,KXBTC15M-26AUG021315-15,2026-08-02T17:15:18.582005+00:00,72.287015,-4.5000,-4.5000,-4.5000,67.787015,yes,True,,30.00,0.2,6.000,1.5000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T17:15:18.636926+00:00
2026-08-02T17:30:15.252748+00:00,KXBTC15M-26AUG021330-30,2026-08-02T17:30:15.195598+00:00,67.787015,-5.2500,-5.2500,-5.2500,62.537015,no,True,,30.0,0.2,6.00,0.7500,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T17:30:15.252752+00:00
2026-08-02T17:45:12.754961+00:00,KXBTC15M-26AUG021345-45,2026-08-02T17:45:12.680262+00:00,62.537015,0,0,0,62.537015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T17:45:12.754964+00:00
2026-08-02T18:00:24.673513+00:00,KXBTC15M-26AUG021400-00,2026-08-02T18:00:24.570490+00:00,62.537015,0,0,0,62.537015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T18:00:24.673517+00:00
2026-08-02T18:15:22.383049+00:00,KXBTC15M-26AUG021415-15,2026-08-02T18:15:22.325575+00:00,62.537015,-5.3100,-5.3100,-5.3100,57.227015,no,True,,30.0,0.2,6.00,0.6900,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T18:15:22.383053+00:00
2026-08-02T18:30:55.082874+00:00,KXBTC15M-26AUG021430-30,2026-08-02T18:30:55.013818+00:00,57.227015,0,0,0,57.227015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T18:30:55.082881+00:00
2026-08-02T18:45:17.301640+00:00,KXBTC15M-26AUG021445-45,2026-08-02T18:45:17.234120+00:00,57.227015,0,0,0,57.227015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T18:45:17.301646+00:00
2026-08-02T19:00:25.736561+00:00,KXBTC15M-26AUG021500-00,2026-08-02T19:00:25.669580+00:00,57.227015,0,0,0,57.227015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T19:00:25.736568+00:00
2026-08-02T19:15:16.396555+00:00,KXBTC15M-26AUG021515-15,2026-08-02T19:15:16.330255+00:00,57.227015,-4.7100,-4.7100,-4.7100,52.517015,yes,True,,30.0,0.2,6.00,1.2900,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T19:15:16.396562+00:00
2026-08-02T19:30:19.182922+00:00,KXBTC15M-26AUG021530-30,2026-08-02T19:30:19.107464+00:00,52.517015,0,0,0,52.517015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T19:30:19.182929+00:00
2026-08-02T19:45:17.523952+00:00,KXBTC15M-26AUG021545-45,2026-08-02T19:45:17.456951+00:00,52.517015,0,0,0,52.517015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T19:45:17.523959+00:00
2026-08-02T20:00:15.465962+00:00,KXBTC15M-26AUG021600-00,2026-08-02T20:00:15.298095+00:00,52.517015,-4.6500,-4.6500,-4.6500,47.867015,no,True,,30.0,0.2,6.00,1.3500,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T20:00:15.465969+00:00
2026-08-02T20:15:19.189351+00:00,KXBTC15M-26AUG021615-15,2026-08-02T20:15:19.125294+00:00,47.867015,0,0,0,47.867015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T20:15:19.189358+00:00
2026-08-02T20:30:19.618309+00:00,KXBTC15M-26AUG021630-30,2026-08-02T20:30:19.552659+00:00,47.867015,0,0,0,47.867015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T20:30:19.618315+00:00
2026-08-02T20:45:19.097867+00:00,KXBTC15M-26AUG021645-45,2026-08-02T20:45:19.033007+00:00,47.867015,0,0,0,47.867015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-02T20:45:19.097873+00:00
2026-08-02T21:00:25.825772+00:00,KXBTC15M-26AUG021700-00,2026-08-02T21:00:25.756765+00:00,47.867015,-4.500,-4.500,-4.500,43.367015,no,True,,30.0,0.2,6.00,1.500,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T21:00:25.825778+00:00
2026-08-02T21:15:18.569816+00:00,KXBTC15M-26AUG021715-15,2026-08-02T21:15:18.501444+00:00,43.367015,0,0,0,43.367015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T21:15:18.569823+00:00
2026-08-02T21:30:23.803247+00:00,KXBTC15M-26AUG021730-30,2026-08-02T21:30:23.736436+00:00,43.367015,0,0,0,43.367015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-02T21:30:23.803254+00:00
2026-08-02T21:45:25.400693+00:00,KXBTC15M-26AUG021745-45,2026-08-02T21:45:25.336078+00:00,43.367015,-5.5500,-5.5500,-5.5500,37.817015,no,True,,30.0,0.2,6.00,0.4500,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-02T21:45:25.400701+00:00
2026-08-02T22:00:23.895390+00:00,KXBTC15M-26AUG021800-00,2026-08-02T22:00:23.829277+00:00,37.817015,0,0,0,37.817015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T22:00:23.895396+00:00
2026-08-02T22:20:49.146308+00:00,KXBTC15M-26AUG021815-15,2026-08-02T22:20:49.075884+00:00,37.817015,0,0,0,37.817015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,True,2026-08-02T22:20:49.146315+00:00
2026-08-02T22:35:55.213564+00:00,KXBTC15M-26AUG021830-30,2026-08-02T22:35:55.047997+00:00,37.817015,0,0,0,37.817015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,True,2026-08-02T22:35:55.213571+00:00
